Date,Open,High,Low,Close,Adj Close,Volume
5/1/2019,22.13475037,22.21676254,21.636343,21.95362091,21.95362091,180070221
5/2/2019,21.95439529,23.96310806,21.83443451,23.59193039,23.59193039,228233321
5/3/2019,23.58250618,23.93054962,23.13051414,23.74962807,23.74962807,218859579
5/4/2019,23.74962807,23.76667595,22.54578018,22.88483238,22.88483238,193177736
5/5/2019,22.89359665,23.09173012,22.64362335,23.01995277,23.01995277,171107466
5/6/2019,23.0173111,23.0173111,21.61948204,22.20663452,22.20663452,175856220
5/7/2019,22.18585777,22.47171211,20.6619339,20.86417961,20.86417961,171922295
5/8/2019,20.77916336,21.35116577,19.79779816,20.75267601,20.75267601,247852849
5/9/2019,20.75267601,20.89339447,18.66029549,18.82835579,18.82835579,204395709
5/10/2019,18.79928017,20.01085472,18.4670887,19.59810829,19.59810829,209097573
5/11/2019,19.59810829,21.93524361,19.08450508,21.04944229,21.04944229,298063616
5/12/2019,21.07922363,21.46531105,20.33096123,20.83029747,20.83029747,239206084
5/13/2019,20.83029747,24.52552414,20.75253677,23.81102753,23.81102753,404049210
5/14/2019,23.88562775,24.48439789,22.9355793,23.62641907,23.62641907,328207185
5/15/2019,23.64679909,27.14052963,23.60710907,26.89493942,26.89493942,357899657
5/16/2019,26.78861809,27.64845467,25.44980812,26.32580566,26.32580566,368906500
5/17/2019,26.31808662,26.60547256,23.48943329,25.68257141,25.68257141,398169924
5/18/2019,25.68257141,28.41995049,25.27744293,28.39679337,28.39679337,470683583
5/19/2019,28.37143326,29.91776085,27.15608025,29.4128437,29.4128437,494423260
5/20/2019,29.3998642,29.43369484,28.04008865,29.3053875,29.3053875,457260435
5/21/2019,29.30957985,32.42818451,28.3516407,32.00737762,32.00737762,742382920
5/22/2019,32.02879715,32.21762085,30.97856331,31.42204285,31.42204285,534057314
5/23/2019,31.36412811,32.20209503,30.44655037,31.51573563,31.51573563,536619660
5/24/2019,31.53371239,34.34823227,31.28728104,33.84139252,33.84139252,648459287
5/25/2019,33.84139252,35.3260994,33.55858231,35.05310059,35.05310059,637380073
5/26/2019,35.04613113,35.08274841,33.22774887,34.10485077,34.10485077,611208604
5/27/2019,34.05934143,35.2920723,33.27457047,33.68067932,33.68067932,598117911
5/28/2019,33.71298981,34.63982391,32.89192581,33.36094666,33.36094666,516116377
5/29/2019,33.34693527,33.88246918,31.90885162,33.74435425,33.74435425,564894524
5/30/2019,33.78000259,35.50450134,31.48468781,32.29106522,32.29106522,517229671
5/31/2019,32.29106522,32.7525177,31.38370895,32.74816513,32.74816513,503989734
6/1/2019,32.7476387,33.7613678,32.53577042,33.01364899,33.01364899,572703757
6/2/2019,33.01364899,33.76331329,32.62638855,33.17404938,33.17404938,461362658
6/3/2019,33.18771362,33.19738388,31.1967926,31.39195633,31.39195633,417996141
6/4/2019,31.37637329,31.41836929,29.18362427,29.38062477,29.38062477,421064886
6/5/2019,29.41511345,31.18468475,29.25986862,31.00626373,31.00626373,464095694
6/6/2019,30.99243164,32.12073898,30.22080231,31.48010445,31.48010445,416584078
6/7/2019,31.47221947,32.18444824,31.33623123,31.58748245,31.58748245,342881981
6/8/2019,31.60620689,32.28679657,31.4317379,32.06632233,32.06632233,428041268
6/9/2019,32.06307602,32.14979553,30.49247932,30.55828667,30.55828667,336574887
6/10/2019,30.54628944,32.13136673,30.18663979,32.06472778,32.06472778,459590416
6/11/2019,32.07216263,32.32378387,31.39539528,32.26265717,32.26265717,393897651
6/12/2019,32.28945541,34.76551056,32.18648529,34.68638611,34.68638611,547786335
6/13/2019,34.60131073,35.99935532,34.34952927,35.1431427,35.1431427,512885462
6/14/2019,35.13095474,35.26723099,30.94267082,33.07638168,33.07638168,737850145
6/15/2019,33.05900574,33.9624176,32.36748123,32.82586288,32.82586288,489033316
6/16/2019,32.82586288,33.37511063,32.11668015,32.40272522,32.40272522,389404410
6/17/2019,32.38938904,34.19774246,32.38148499,33.9178772,33.9178772,439337220
6/18/2019,33.92771912,35.10665131,33.87807846,34.33950806,34.33950806,484975596
6/19/2019,34.36224747,35.67655182,34.36224747,35.28719711,35.28719711,509791358
6/20/2019,35.30382538,36.98574448,34.51285553,36.72606277,36.72606277,636578809
6/21/2019,36.69312286,38.89468384,36.33510208,38.81591797,38.81591797,438604247
6/22/2019,38.81233597,39.56653595,37.5446167,37.7997551,37.7997551,428828573
6/23/2019,37.83215332,38.33820724,37.02869415,37.13472748,37.13472748,369969675
6/24/2019,37.13472748,37.62824631,35.9442749,37.43363953,37.43363953,329001838
6/25/2019,37.39304733,37.39304733,35.76860428,36.00828934,36.00828934,293163090
6/26/2019,36.00828934,37.73226166,34.34766388,35.69831085,35.69831085,444226052
6/27/2019,35.72651291,35.8272171,32.76325226,33.82358932,33.82358932,375392572
6/28/2019,33.86539078,34.77465057,33.37531662,34.54973984,34.54973984,337534352
6/29/2019,34.58678818,35.52832413,33.28414154,35.36010742,35.36010742,369705514
6/30/2019,35.39889145,35.39889145,32.44248199,32.44248199,32.44248199,286632252
7/1/2019,32.44248199,33.9340744,31.68918419,32.92229843,32.92229843,290190904
7/2/2019,32.92443848,33.46080017,30.87782288,32.00923538,32.00923538,348029977
7/3/2019,32.03412628,33.08720398,31.79888916,32.66749954,32.66749954,248895676
7/4/2019,32.69110489,34.31312561,32.37590027,32.89332581,32.89332581,348186707
7/5/2019,32.99928284,33.64065933,32.44529343,32.71316528,32.71316528,232575484
7/6/2019,32.71133423,33.31924057,32.47943878,32.53094101,32.53094101,187247411
7/7/2019,32.52163315,33.49295807,32.45066071,33.24106216,33.24106216,198859381
7/8/2019,33.26350021,34.25031281,33.09766006,33.46968079,33.46968079,257698795
7/9/2019,33.47127914,33.95130157,32.53319931,32.70764923,32.70764923,210904382
7/10/2019,32.70317841,32.97499847,30.95691872,31.47737694,31.47737694,270511687
7/11/2019,31.50398254,31.79955292,28.91305351,29.64197159,29.64197159,251161946
7/12/2019,29.65332222,32.21329117,29.34087372,31.69433022,31.69433022,417842730
7/13/2019,31.7104969,32.39366531,30.50828934,31.50693321,31.50693321,273938894
7/14/2019,31.54674339,31.64886665,28.85169983,28.92428207,28.92428207,299523499
7/15/2019,28.93121719,29.00720787,27.24801636,28.39344788,28.39344788,384045964
7/16/2019,28.37727928,29.29675484,25.4979496,25.52500916,25.52500916,439515318
7/17/2019,25.51922035,27.94808769,24.90364456,27.21960068,27.21960068,572389805
7/18/2019,27.2577343,29.15920067,26.93709564,28.92281151,28.92281151,711895799
7/19/2019,28.92281151,29.77911377,28.42498207,29.07839394,29.07839394,483963124
7/20/2019,29.08566475,31.18545341,29.06561089,30.87224388,30.87224388,367891866
7/21/2019,30.92316437,31.31201935,29.64069748,30.51954269,30.51954269,285097790
7/22/2019,30.53754807,32.10583496,29.8119278,30.63458633,30.63458633,416965642
7/23/2019,30.6423893,30.76294327,29.25984001,29.58519554,29.58519554,324109274
7/24/2019,29.57537651,29.63232803,28.21121407,29.16371727,29.16371727,265315497
7/25/2019,29.13006592,29.54756546,28.69722557,29.00243187,29.00243187,248126220
7/26/2019,28.99356842,29.15343666,28.54409981,28.97918892,28.97918892,231263489
7/27/2019,28.97918892,29.35853958,27.57946968,27.88562584,27.88562584,191655093
7/28/2019,27.89958954,27.93096161,26.96950531,27.83517075,27.83517075,163990878
7/29/2019,27.81212234,27.87560844,27.03717041,27.20327187,27.20327187,146207597
7/30/2019,27.2244091,27.23194313,26.59256172,26.94230461,26.94230461,148410035
7/31/2019,26.96240997,27.75824547,26.93766975,27.64455795,27.64455795,202950576
8/1/2019,27.6221981,28.82418442,27.57434654,28.77327347,28.77327347,287326494
8/2/2019,28.78120804,28.78120804,27.81726265,28.03848267,28.03848267,197026849
8/3/2019,28.08447266,28.42518806,27.74043655,27.88986015,27.88986015,153702445
8/4/2019,27.88274002,28.07252884,27.35978889,27.55616188,27.55616188,136844756
8/5/2019,27.54244614,28.3345108,27.49543953,28.01187897,28.01187897,183750146
8/6/2019,28.04266357,28.42918968,27.34971428,27.63808823,27.63808823,192614971
8/7/2019,27.63920403,29.60584068,27.43950462,29.35436821,29.35436821,314659493
8/8/2019,29.36826324,31.30161095,29.03480721,30.83284569,30.83284569,404379079
8/9/2019,30.8674202,31.17804337,29.91259956,29.96147346,29.96147346,222912268
8/10/2019,29.94394684,30.04810143,29.16697884,29.68185806,29.68185806,248736115
8/11/2019,29.68372917,30.2944622,29.51161385,30.05725479,30.05725479,263951565
8/12/2019,30.08245087,30.47691727,29.84700775,30.16688156,30.16688156,278357603
8/13/2019,30.16803551,30.35631371,29.273386,29.46627808,29.46627808,241841209
8/14/2019,29.4615345,29.47153091,27.10071564,27.10558128,27.10558128,227534067
8/15/2019,27.09639931,28.17516327,26.69791794,28.04344749,28.04344749,248072109
8/16/2019,28.05899429,28.08271408,26.89726067,27.6445713,27.6445713,203654965
8/17/2019,27.65212822,27.93924713,27.13772583,27.48052216,27.48052216,196083314
8/18/2019,27.49461555,28.10008621,27.18069839,27.93244553,27.93244553,229491438
8/19/2019,27.94526482,29.05650139,27.81815147,28.80900383,28.80900383,259250527
8/20/2019,28.8148613,28.8148613,28.05715561,28.16749001,28.16749001,209875661
8/21/2019,28.16618919,28.16618919,26.59328651,26.99371529,26.99371529,198468093
8/22/2019,26.99371529,27.44528198,26.42941475,27.08919144,27.08919144,193368566
8/23/2019,27.08919144,27.39027977,26.85284805,27.17053032,27.17053032,195437616
8/24/2019,27.16345024,27.16345024,26.23466682,26.49566269,26.49566269,164452279
8/25/2019,26.48666191,26.53139687,25.87463188,26.13184738,26.13184738,165296408
8/26/2019,26.14194489,27.07545662,25.85833359,26.10832977,26.10832977,277691463
8/27/2019,26.1239109,26.14626503,25.09514236,25.6889782,25.6889782,196715449
8/28/2019,25.69750977,26.01761055,23.68896294,23.70286751,23.70286751,206092745
8/29/2019,23.68764687,23.68764687,21.82361794,21.88960648,21.88960648,200824073
8/30/2019,21.88960648,22.62002754,21.64243317,22.21885681,22.21885681,196253457
8/31/2019,22.21199608,22.44065285,21.19030762,21.26591492,21.26591492,167589166
9/1/2019,21.25872803,21.78353119,21.17132378,21.56867027,21.56867027,173772205
9/2/2019,21.56867027,22.88514137,21.20372009,22.76713371,22.76713371,237417710
9/3/2019,22.76075745,22.92913246,22.36545372,22.51453972,22.51453972,181166381
9/4/2019,22.52736282,22.67215729,21.67255592,21.79630852,21.79630852,148909991
9/5/2019,21.81597519,23.53521347,21.57309532,22.76109886,22.76109886,259054353
9/6/2019,22.76109886,23.42207909,21.81948471,22.15314865,22.15314865,240129733
9/7/2019,22.14477348,22.67044067,22.07392693,22.5489769,22.5489769,203280778
9/8/2019,22.56915283,22.82567406,22.37765694,22.56168938,22.56168938,175027324
9/9/2019,22.56902313,22.65072823,21.98015213,22.28738976,22.28738976,155543678
9/10/2019,22.28595543,22.4122982,21.63162613,21.91114426,21.91114426,139754246
9/11/2019,21.91378784,22.03909492,20.76568222,20.8993206,20.8993206,147044919
9/12/2019,20.89223099,21.0345459,19.96184731,20.92227745,20.92227745,202313591
9/13/2019,20.93468475,21.31023026,20.64051247,20.88746643,20.88746643,171327680
9/14/2019,20.89796257,21.2002449,20.88328171,21.0715847,21.0715847,163028906
9/15/2019,21.07320976,21.133564,20.5989399,20.5989399,20.5989399,151856190
9/16/2019,20.59948349,20.97273445,20.20467377,20.39851189,20.39851189,143466438
9/17/2019,20.40366364,21.35743141,20.27621078,21.00536728,21.00536728,209209108
9/18/2019,21.00631523,22.9018383,21.00537491,22.25544357,22.25544357,369440814
9/19/2019,22.24210548,22.48871803,20.63365173,21.61460114,21.61460114,249524458
9/20/2019,21.63221931,21.63981438,21.09428406,21.37147141,21.37147141,198988737
9/21/2019,21.38046074,21.54067039,20.99020386,21.08218002,21.08218002,175114438
9/22/2019,21.09293175,21.09439087,20.25509071,20.52555847,20.52555847,153747684
9/23/2019,20.5266552,20.5266552,19.47389793,19.48547745,19.48547745,146934616
9/24/2019,19.47755241,19.62726212,15.98308086,16.0676899,16.0676899,229488109
9/25/2019,16.05917549,16.59714127,15.20441341,16.25837326,16.25837326,179697117
9/26/2019,16.25867844,16.58708763,14.84127903,15.45980835,15.45980835,157594803
9/27/2019,15.45743179,15.8244257,14.93223667,15.79026318,15.79026318,139548410
9/28/2019,15.79157734,15.95549297,15.56317139,15.85141945,15.85141945,123900187
9/29/2019,15.85420132,15.91889954,15.14238644,15.30510044,15.30510044,109712932
9/30/2019,15.31265354,15.87362385,14.86608124,15.86267471,15.86267471,124329060
10/1/2019,15.88275146,16.2939949,15.78240585,15.90321064,15.90321064,125165661
10/2/2019,15.90965843,15.97118759,15.6716404,15.95004845,15.95004845,106103588
10/3/2019,15.94671154,16.0058403,15.43171692,15.72675991,15.72675991,117720712
10/4/2019,15.72473812,15.90401363,15.50056744,15.7551136,15.7551136,121510968
10/5/2019,15.74993038,15.80356979,15.46999454,15.72358036,15.72358036,123665932
10/6/2019,15.72203827,15.75001621,15.26235104,15.34897995,15.34897995,116659103
10/7/2019,15.3391819,16.19382858,15.19102383,16.13434601,16.13434601,147393768
10/8/2019,16.13917542,16.34605598,15.88908958,16.10819244,16.10819244,135346905
10/9/2019,16.11080551,17.96573639,16.00939751,17.80657959,17.80657959,295619363
10/10/2019,17.80405426,17.94595337,17.12557411,17.57115364,17.57115364,236960467
10/11/2019,17.56908226,17.62604523,16.70953178,16.70953178,16.70953178,194750430
10/12/2019,16.71416855,17.51211548,16.69069099,17.27790642,17.27790642,228500831
10/13/2019,17.25666809,18.76486206,17.1800499,18.30802536,18.30802536,275090600
10/14/2019,18.30802536,18.62194824,17.95308495,18.45947838,18.45947838,246674814
10/15/2019,18.42587471,19.14954567,18.20119286,18.54465294,18.54465294,325479444
10/16/2019,18.51695251,18.6028614,17.52380753,17.84004974,17.84004974,229668087
10/17/2019,17.84069443,18.76417732,17.70657921,18.57026863,18.57026863,250474298
10/18/2019,18.57598114,18.74944305,17.81221199,18.25419235,18.25419235,208244557
10/19/2019,18.25324249,18.51399994,17.9721241,18.28854561,18.28854561,211728668
10/20/2019,18.29484367,18.56833839,17.88214111,18.43792343,18.43792343,225458859
10/21/2019,18.46290016,18.51459694,18.05716705,18.30554962,18.30554962,188130463
10/22/2019,18.29786491,18.80129433,18.17207527,18.19560242,18.19560242,234929207
10/23/2019,18.19862747,18.30070114,16.42418861,16.71117401,16.71117401,201092098
10/24/2019,16.71207428,17.16367722,16.49003792,16.89157295,16.89157295,200253301
10/25/2019,17.07227898,18.90885353,16.4795475,18.61605835,18.61605835,344418868
10/26/2019,18.62912941,19.78219986,18.18138695,18.88970375,18.88970375,292124012
10/27/2019,18.88933563,19.58616829,18.57375908,19.3456459,19.3456459,292948855
10/28/2019,19.33845329,20.90374374,19.31189346,19.75831985,19.75831985,337867337
10/29/2019,19.81363869,20.91778564,19.70025444,20.47710609,20.47710609,317609149
10/30/2019,20.49300194,20.58246613,19.22992516,20.0869503,20.0869503,250293832
10/31/2019,20.09931183,20.39628029,19.53606987,20.0002327,20.0002327,250225840
11/1/2019,19.99411392,20.06231499,19.77950287,20.02150154,20.02150154,198377285
11/2/2019,20.0194912,20.39868546,19.86049271,20.26699448,20.26699448,273890078
11/3/2019,20.26974106,20.43263435,19.88883018,20.20604515,20.20604515,257571666
11/4/2019,20.22644615,20.9155941,20.18412971,20.7379818,20.7379818,296502530
11/5/2019,20.74145889,20.92206764,20.44797134,20.72467422,20.72467422,263685442
11/6/2019,20.71693802,20.91533089,20.28018951,20.81792259,20.81792259,241489968
11/7/2019,20.81498146,20.95944023,20.24761391,20.64693642,20.64693642,222003636
11/8/2019,20.6930294,20.6930294,19.47482109,19.69077301,19.69077301,184596047
11/9/2019,19.67876434,19.9845829,19.60042953,19.73544693,19.73544693,176812608
11/10/2019,19.73264694,20.63121605,19.72748184,20.48175812,20.48175812,239714468
11/11/2019,20.47985077,20.64491653,19.91571236,20.13314056,20.13314056,209454454
11/12/2019,20.14092636,20.86239243,20.09476662,20.85744667,20.85744667,227650068
11/13/2019,20.86842346,21.63571358,20.7064991,21.25043106,21.25043106,252296146
11/14/2019,21.28135681,21.51263809,20.97397614,21.26469994,21.26469994,237992230
11/15/2019,21.2417202,21.29497337,20.1778965,20.31622505,20.31622505,225530775
11/16/2019,20.31740761,20.6341362,20.09207344,20.28265381,20.28265381,211016746
11/17/2019,20.27693176,20.620121,20.03048325,20.26079369,20.26079369,224982344
11/18/2019,20.34359741,20.43216705,18.93680191,19.31686974,19.31686974,224380017
11/19/2019,19.31186295,19.63331604,18.37516022,18.70329857,18.70329857,206923366
11/20/2019,18.70734406,18.92709923,17.85174561,18.17227364,18.17227364,210091849
11/21/2019,18.16269493,18.18763161,16.6204319,16.84021759,16.84021759,228429806
11/22/2019,16.84091377,17.27017975,14.68925953,15.58170319,15.58170319,341456274
11/23/2019,15.58123302,16.46618843,15.15149593,16.41950035,16.41950035,255961052
11/24/2019,16.39869308,16.49131966,15.27876472,15.27876472,15.27876472,232363837
11/25/2019,15.28551865,15.73527241,14.19535255,15.26736355,15.26736355,242510343
11/26/2019,15.27252865,15.86121273,15.22518444,15.52725506,15.52725506,205893351
11/27/2019,15.49125004,16.19523239,14.94318008,16.09828758,16.09828758,255021618
11/28/2019,16.09596443,16.2286396,15.6486702,15.68320656,15.68320656,194516396
11/29/2019,15.67806435,16.3407135,15.64595127,16.27330399,16.27330399,250074235
11/30/2019,16.26349831,16.37069893,15.53914738,15.71595097,15.71595097,213428131
12/1/2019,15.74318123,15.74318123,15.05423355,15.49633598,15.49633598,203268417
12/2/2019,15.50936413,15.7071743,15.15254498,15.19185829,15.19185829,200809249
12/3/2019,15.19185829,15.55317497,15.04866886,15.30955601,15.30955601,219927266
12/4/2019,15.34842968,15.69058704,15.00968456,15.2799778,15.2799778,237605471
12/5/2019,15.26021671,16.07777023,14.94940186,15.76283932,15.76283932,255410908
12/6/2019,15.76719761,15.85693359,15.45458698,15.71129894,15.71129894,236694082
12/7/2019,15.70438004,15.84858227,15.63249111,15.66708565,15.66708565,242693199
12/8/2019,15.66282558,15.85142994,15.50932693,15.67452335,15.67452335,223721643
12/9/2019,15.66611958,15.85270596,15.35024261,15.44853878,15.44853878,209955476
12/10/2019,15.43883801,15.47015095,14.78095531,14.95886993,14.95886993,192615787
12/11/2019,14.94753361,15.12133408,14.71032619,14.82455063,14.82455063,170909631
12/12/2019,14.81962204,14.89561176,14.55736256,14.81816673,14.81816673,165964330
12/13/2019,14.81725693,14.99510574,14.74026203,14.87874413,14.87874413,177476227
12/14/2019,14.88323689,15.01233006,14.37133694,14.50501537,14.50501537,173092733
12/15/2019,14.51248169,14.56965923,14.18899155,14.49044609,14.49044609,167670329
12/16/2019,14.48874283,14.52559662,13.45865345,13.55878639,13.55878639,178952097
12/17/2019,13.55548096,13.57794094,12.18373108,12.38694096,12.38694096,186995962
12/18/2019,12.38169765,13.6065321,12.28678608,13.5352602,13.5352602,234697405
12/19/2019,13.56822205,13.78485203,12.9661541,13.44577885,13.44577885,174965245
12/20/2019,13.45949078,13.59332943,13.23140621,13.57077885,13.57077885,203861105
12/21/2019,13.56809139,13.5832386,13.32900429,13.3806591,13.3806591,192827533
12/22/2019,13.39024639,13.85187817,13.36833763,13.83588123,13.83588123,204111890
12/23/2019,13.81048489,13.99912453,13.30570889,13.36903381,13.36903381,159105887
12/24/2019,13.38139153,13.76830006,13.32615566,13.44457054,13.44457054,177372409
12/25/2019,13.4590559,13.47613811,13.06514359,13.17483902,13.17483902,152718120
12/26/2019,13.17680359,13.52395439,13.1567421,13.20863628,13.20863628,157660620
12/27/2019,13.20863628,13.43977356,13.1230278,13.36271954,13.36271954,164413385
12/28/2019,13.35340977,13.79353142,13.33493423,13.70541668,13.70541668,197525901
12/29/2019,13.69683647,14.22563839,13.64632797,14.15004539,14.15004539,225354585
12/30/2019,14.15513229,14.47063446,13.92436218,13.94744205,13.94744205,187275635
12/31/2019,13.9520874,14.09533119,13.64868164,13.72764206,13.72764206,166278254
1/1/2020,13.7309618,13.87394619,13.65494156,13.6890831,13.6890831,172980718
1/2/2020,13.69812584,13.71554756,12.98997402,13.02701092,13.02701092,156376427
1/3/2020,13.03532887,13.76370907,13.01263809,13.66045189,13.66045189,173683857
1/4/2020,13.66744232,13.9219141,13.56000805,13.89151192,13.89151192,182230374
1/5/2020,13.88834,14.41080093,13.88654709,14.11101913,14.11101913,202552703
1/6/2020,14.11124039,15.00356483,14.11124039,14.95780754,14.95780754,224800409
1/7/2020,14.96620941,15.13527489,14.56840324,15.00924969,15.00924969,191948560
1/8/2020,15.02226353,15.24221897,14.33795166,14.60293388,14.60293388,183632222
1/9/2020,14.58920193,14.61108875,14.3053627,14.4983139,14.4983139,169699829
1/10/2020,14.47840881,15.02768898,14.18208504,15.02582645,15.02582645,200173072
1/11/2020,15.02098465,15.25023746,14.77947426,14.94632816,14.94632816,201663503
1/12/2020,14.94620132,15.47210884,14.86989117,15.32208347,15.32208347,231150158
1/13/2020,15.32226086,15.35538673,14.99121571,15.22727203,15.22727203,211785744
1/14/2020,15.21528721,16.79066086,15.19440079,16.62612152,16.62612152,299316969
1/15/2020,16.60386658,18.09626961,16.39442253,17.65481186,17.65481186,380806616
1/16/2020,17.64640236,17.6607933,16.43984795,17.07694626,17.07694626,260423404
1/17/2020,17.11279869,18.36183167,17.08893013,18.13519859,18.13519859,347229168
1/18/2020,18.1296463,18.31447983,17.55515671,17.8239193,17.8239193,257317647
1/19/2020,17.83098984,18.43775558,16.84107208,17.36925316,17.36925316,266285621
1/20/2020,17.39252472,17.55373764,16.86442375,17.32527542,17.32527542,245125919
1/21/2020,17.3276844,18.14668465,17.16921616,18.12766647,18.12766647,295922233
1/22/2020,18.12423134,18.35371208,17.5987854,17.79836082,17.79836082,237634401
1/23/2020,17.81135368,17.81701279,16.78747559,17.02140427,17.02140427,221009513
1/24/2020,17.03130722,17.39503479,16.48969841,17.04740906,17.04740906,213341615
1/25/2020,17.04941177,17.1090126,16.60324669,16.97610664,16.97610664,208315919
1/26/2020,16.97333145,17.49452591,16.87378311,17.43863297,17.43863297,248646036
1/27/2020,17.44319534,17.8951149,17.27978706,17.6913414,17.6913414,227584506
1/28/2020,17.6835289,18.11513519,17.49995422,18.11513519,18.11513519,257579475
1/29/2020,18.06624413,18.4336319,17.88375664,17.91277695,17.91277695,221674739
1/30/2020,17.92017937,18.70323563,17.73059273,18.59040833,18.59040833,264686498
1/31/2020,18.59030151,18.84096146,17.85455513,18.21097946,18.21097946,245035922
2/1/2020,18.20280266,18.57014847,18.06700134,18.21832085,18.21832085,238461925
2/2/2020,18.20256233,18.76925659,17.8970871,18.44818497,18.44818497,256209045
2/3/2020,18.45067978,18.78767014,18.22754478,18.4627552,18.4627552,227749150
